title,actor,writer,genre,country,director,rating,score,year,release,runtime
Who's the Man?,Ed Lover,Doctor Dré,Comedy,USA,Ted Demme,R,5.5,1993,4-23-1993,100
Permanent Midnight,Ben Stiller,Jerry Stahl,Biography,USA,David Veloz,R,6.3,1998,4-23-1999,88
eXistenZ: Mundo virtual,Jude Law,David Cronenberg,Horror,Canada,David Cronenberg,R,6.8,1999,4-23-1999,97
A Walk on the Moon,Diane Lane,Pamela Gray,Drama,USA,Tony Goldwyn,R,6.6,1999,4-23-1999,107
Pushing Tin,John Cusack,Darcy Frey,Comedy,USA,Mike Newell,R,6,1999,4-23-1999,124
Lost & Found,David Spade,J.B. Cook,Comedy,USA,Jeff Pollack,PG-13,5,1999,4-23-1999,95
Dogville,Nicole Kidman,Lars von Trier,Crime,Netherlands,Lars von Trier,R,8,2003,4-23-2004,178
13 Going on 30,Jennifer Garner,Josh Goldsmith,Comedy,USA,Gary Winick,PG-13,6.1,2004,4-23-2004,98
Man on Fire,Denzel Washington,A.J. Quinnell,Action,USA,Tony Scott,R,7.7,2004,4-23-2004,146
The Joneses,Demi Moore,Randy T. Dinzler,Drama,USA,Derrick Borte,R,6.5,2009,4-23-2010,96
The Losers,Idris Elba,Peter Berg,Action,USA,Sylvain White,PG-13,6.4,2010,4-23-2010,97
The Back-up Plan,Jennifer Lopez,Kate Angelo,Comedy,USA,Alan Poul,PG-13,5.3,2010,4-23-2010,104
Extreme Prejudice,Nick Nolte,John Milius,Action,USA,Walter Hill,R,6.6,1987,4-24-1987,96
My Demon Lover,Scott Valentine,Leslie Ray,Comedy,USA,Charlie Loventhal,PG-13,4.6,1987,4-24-1987,90
Naked Lunch,Peter Weller,William S. Burroughs,Drama,Canada,David Cronenberg,R,7.1,1991,4-24-1992,115
Highway 61,Don McKellar,Allan Magee,Comedy,Canada,Bruce McDonald,R,7.2,1991,4-24-1992,102
A Midnight Clear,Peter Berg,William Wharton,Drama,USA,Keith Gordon,R,7.2,1992,4-24-1992,108
White Sands,Willem Dafoe,Daniel Pyne,Action,USA,Roger Donaldson,R,6,1992,4-24-1992,101
Passed Away,Bob Hoskins,Charlie Peters,Comedy,USA,Charlie Peters,PG-13,5.9,1992,4-24-1992,96
Year of the Comet,Penelope Ann Miller,William Goldman,Action,USA,Peter Yates,PG-13,5.8,1992,4-24-1992,91
Two Girls and a Guy,Robert Downey Jr.,James Toback,Comedy,USA,James Toback,NC-17,5.6,1997,4-24-1998,84
The Big Hit,Mark Wahlberg,Ben Ramsey,Action,USA,Kirk Wong,R,6.1,1998,4-24-1998,91
Tarzan and the Lost City,Casper Van Dien,Edgar Rice Burroughs,Action,USA,Carl Schenkel,PG,3.9,1998,4-24-1998,100
The Informers,Billy Bob Thornton,Bret Easton Ellis,Crime,Germany,Gregor Jordan,R,5.1,2008,4-24-2009,98
Surveillance,Julia Ormond,Kent Harper,Crime,USA,Jennifer Lynch,R,6.4,2008,4-24-2009,97
Obsessed,Beyoncé Knowles,David Loughery,Drama,USA,Steve Shill,PG-13,4.9,2009,4-24-2009,108
Fighting,Channing Tatum,Robert Munic,Action,USA,Dito Montiel,PG-13,5.6,2009,4-24-2009,105
The Soloist,Jamie Foxx,Susannah Grant,Biography,UK,Joe Wright,PG-13,6.7,2009,4-24-2009,117
The Trip,Steve Coogan,Baby Cow Productions,Comedy,UK,Michael Winterbottom,NOT RATED,7,2010,4-24-2011,112
Filth,James McAvoy,Jon S. Baird,Comedy,UK,Jon S. Baird,R,7.1,2013,4-24-2014,97
Ex Machina,Alicia Vikander,Alex Garland,Drama,UK,Alex Garland,R,7.7,2014,4-24-2015,108
5 to 7,Anton Yelchin,Victor Levin,Comedy,USA,Victor Levin,R,7.1,2014,4-24-2015,95
Just Before I Go,Seann William Scott,David Flebotte,Comedy,USA,Courteney Cox,R,6.4,2014,4-24-2015,95
The Age of Adaline,Blake Lively,J. Mills Goodloe,Drama,USA,Lee Toland Krieger,PG-13,7.2,2015,4-24-2015,112
Crimenes ocultos,Tom Hardy,Richard Price,Crime,Czech Republic,Daniel Espinosa,R,6.5,2015,4-24-2015,137
El gran pequeño,Jakob Salvati,Alejandro Monteverde,Drama,Mexico,Alejandro Monteverde,PG-13,7.4,2015,4-24-2015,106
8 Million Ways to Die,Jeff Bridges,Lawrence Block,Action,USA,Hal Ashby,R,5.7,1986,4-25-1986,115
Violets Are Blue...,Sissy Spacek,Naomi Foner,Drama,USA,Jack Fisk,PG-13,5.7,1986,4-25-1986,88
Shiloh,Blake Heron,Phyllis Reynolds Naylor,Drama,USA,Dale Rosenbloom,PG,6.4,1996,4-25-1997,93
Female Perversions,Tilda Swinton,Louise J. Kaplan,Drama,Germany,Susan Streitfeld,R,5.5,1996,4-25-1997,119
Volcano,Tommy Lee Jones,Jerome Armstrong,Action,USA,Mick Jackson,PG-13,5.4,1997,4-25-1997,104
Romy and Michele's High School Reunion,Mira Sorvino,Robin Schiff,Comedy,USA,David Mirkin,R,6.2,1997,4-25-1997,92
Better Luck Tomorrow,Parry Shen,Ernesto Foronda,Crime,USA,Justin Lin,R,7.2,2002,4-25-2003,101
Identity,John Cusack,Michael Cooney,Mystery,USA,James Mangold,R,7.3,2003,4-25-2003,90
Confidence,Edward Burns,Doug Jung,Crime,USA,James Foley,R,6.7,2003,4-25-2003,97
It Runs in the Family,Kirk Douglas,Jesse Wigutow,Comedy,USA,Fred Schepisi,PG-13,5.6,2003,4-25-2003,100
Harold & Kumar Escape from Guantanamo Bay,John Cho,Jon Hurwitz,Adventure,USA,Jon Hurwitz,R,6.6,2008,4-25-2008,107
Deception,Hugh Jackman,Mark Bomback,Crime,USA,Marcel Langenegger,R,6.1,2008,4-25-2008,107
Baby Mama,Tina Fey,Michael McCullers,Comedy,USA,Michael McCullers,PG-13,6,2008,4-25-2008,100
La bicicleta verde,Waad Mohammed,Haifaa Al-Mansour,Comedy,Saudi Arabia,Haifaa Al-Mansour,PG,7.6,2012,4-25-2014,98
Young & Beautiful,Marine Vacth,François Ozon,Drama,France,François Ozon,NOT RATED,6.8,2013,4-25-2014,95
Walking with the Enemy,Jonas Armstrong,Kenny Golde,Action,Romania,Mark Schmidt,PG-13,6,2013,4-25-2014,124
The Other Woman,Cameron Diaz,Melissa Stack,Comedy,USA,Nick Cassavetes,PG-13,6,2014,4-25-2014,109
Fortaleza prohibida,Paul Walker,Luc Besson,Action,France,Camille Delamarre,PG-13,5.7,2014,4-25-2014,90
The Quiet Ones,Jared Harris,Craig Rosenberg,Horror,USA,John Pogue,PG-13,5.1,2014,4-25-2014,98
Journey of Hope,Necmettin Çobanoglu,Xavier Koller,Drama,Switzerland,Xavier Koller,PG,7.6,1990,4-26-1991,100
Toy Soldiers,Sean Astin,William P. Kennedy,Action,USA,Daniel Petrie Jr.,R,6.5,1991,4-26-1991,111
Oscar,Sylvester Stallone,Claude Magnier,Comedy,USA,John Landis,PG,6.4,1991,4-26-1991,109
A Kiss Before Dying,Matt Dillon,Ira Levin,Crime,UK,James Dearden,R,5.7,1991,4-26-1991,94
Talent for the Game,Edward James Olmos,David Himmelstein,Drama,USA,Robert M. Young,PG,5.9,1991,4-26-1991,91
Friday,Ice Cube,Ice Cube,Comedy,USA,F. Gary Gray,R,7.3,1995,4-26-1995,91
Cemetery Man,Rupert Everett,Gianni Romoli,Comedy,Italy,Michele Soavi,R,7.3,1994,4-26-1996,105
The Quest,Jean-Claude Van Damme,Frank Dux,Action,USA,Jean-Claude Van Damme,PG-13,5.5,1996,4-26-1996,95
Mulholland Falls,Nick Nolte,Peter Dexter,Crime,USA,Lee Tamahori,R,6.2,1996,4-26-1996,107
The Truth About Cats & Dogs,Uma Thurman,Audrey Wells,Comedy,USA,Michael Lehmann,PG-13,6.3,1996,4-26-1996,97
Vulgar,Brian O'Halloran,Bryan Johnson,Crime,USA,Bryan Johnson,R,5.3,2000,4-26-2002,87
Y Tu Mamá También,Maribel Verdú,Alfonso Cuarón,Adventure,Mexico,Alfonso Cuarón,R,7.7,2001,4-26-2002,106
Jason X,Kane Hodder,Victor Miller,Action,USA,James Isaac,R,4.4,2001,4-26-2002,91
Monsoon Wedding,Naseeruddin Shah,Sabrina Dhawan,Comedy,India,Mira Nair,R,7.4,2001,4-26-2002,114
Life or Something Like It,Angelina Jolie,John Scott Shepherd,Comedy,USA,Stephen Herek,PG-13,5.8,2002,4-26-2002,103
The Dead Girl,Toni Collette,Karen Moncrieff,Crime,USA,Karen Moncrieff,R,6.7,2006,4-26-2007,93
Descent,Rosario Dawson,Brian Priest,Drama,USA,Talia Lugacy,R,4.8,2007,4-26-2007,104
The ABCs of Death,Ingrid Bolsø Berdal,Ant Timpson,Comedy,USA,Kaare Andrews,NOT RATED,4.7,2012,4-26-2013,129
Kon-Tiki,Pål Sverre Hagen,Petter Skavlan,Adventure,UK,Joachim Rønning,PG-13,7.2,2012,4-26-2013,118
The Company You Keep,Robert Redford,Lem Dobbs,Drama,USA,Robert Redford,R,6.4,2012,4-26-2013,125
Pain & Gain,Mark Wahlberg,Christopher Markus,Action,USA,Michael Bay,R,6.5,2013,4-26-2013,129
The Big Wedding,Robert De Niro,Justin Zackham,Comedy,USA,Justin Zackham,R,5.6,2013,4-26-2013,100
Appointment with Death,Peter Ustinov,Agatha Christie,Crime,USA,Michael Winner,PG,6.2,1988,4-27-1988,100
Wild Orchid,Mickey Rourke,Patricia Louisianna Knop,Drama,USA,Zalman King,R,4.5,1989,4-27-1990,105
The Guardian,Jenny Seagrove,Dan Greenburg,Drama,USA,William Friedkin,R,5.3,1990,4-27-1990,92
Q & A,Nick Nolte,Edwin Torres,Crime,USA,Sidney Lumet,R,6.5,1990,4-27-1990,132
Vincent & Theo,Tim Roth,Julian Mitchell,Biography,France,Robert Altman,PG-13,7.1,1990,4-27-1990,133
Spaced Invaders,Douglas Barr,Patrick Read Johnson,Adventure,USA,Patrick Read Johnson,PG,5.3,1990,4-27-1990,100
Driven,Sylvester Stallone,Jan Skrentny,Action,USA,Renny Harlin,PG-13,4.5,2001,4-27-2001,116
One Night at McCool's,Liv Tyler,Stan Seidel,Comedy,USA,Harald Zwart,R,6.1,2001,4-27-2001,93
Town & Country,Warren Beatty,Michael Laughlin,Comedy,USA,Peter Chelsom,R,4.4,2001,4-27-2001,104
The Forsaken,Kerr Smith,J.S. Cardone,Horror,USA,J.S. Cardone,R,5.3,2001,4-27-2001,90
Time to Leave,Melvil Poupaud,François Ozon,Drama,France,François Ozon,UNRATED,7.1,2005,4-27-2007,81
This Is England,Thomas Turgoose,Shane Meadows,Crime,UK,Shane Meadows,UNRATED,7.7,2006,4-27-2007,101
Next,Nicolas Cage,Gary Goldman,Action,USA,Lee Tamahori,PG-13,6.2,2007,4-27-2007,96
The Invisible,Justin Chatwin,Mick Davis,Crime,USA,David S. Goyer,PG-13,6.3,2007,4-27-2007,102
The Condemned,Steve Austin,Scott Wiper,Action,USA,Scott Wiper,R,6.1,2007,4-27-2007,100
The Five-Year Engagement,Jason Segel,Jason Segel,Comedy,USA,Nicholas Stoller,R,6.2,2012,4-27-2012,124
The Raven,John Cusack,Hannah Shakespeare,Crime,USA,James McTeigue,R,6.4,2012,4-27-2012,110
Safe,Jason Statham,Boaz Yakin,Action,USA,Boaz Yakin,R,6.5,2012,4-27-2012,94
The Pirates! Band of Misfits,Hugh Grant,Gideon Defoe,Animation,UK,Peter Lord,PG,6.7,2012,4-27-2012,88
Maggie's Plan,Greta Gerwig,Rebecca Miller,Comedy,USA,Rebecca Miller,R,6.2,2015,4-27-2016,98
Criminal Law,Gary Oldman,Mark Kasdan,Crime,USA,Martin Campbell,R,5.7,1988,4-28-1989,117
Teen Witch,Robyn Lively,Robin Menken,Comedy,USA,Dorian Walker,PG-13,6.2,1989,4-28-1989,90
Loverboy,Patrick Dempsey,Robin Schiff,Comedy,USA,Joan Micklin Silver,PG-13,5.9,1989,4-28-1989,98
K-9,Jim Belushi,Steven Siegel,Action,USA,Rod Daniel,PG-13,6,1989,4-28-1989,101
Scandal,John Hurt,Michael Thomas,Drama,UK,Michael Caton-Jones,R,6.5,1989,4-28-1989,115
The Horror Show,Lance Henriksen,Allyn Warner,Horror,USA,James Isaac,R,4.9,1989,4-28-1989,95
Fast Food,Clark Brandon,Scott B. Sowers,Comedy,USA,Michael A. Simpson,PG-13,4.3,1989,4-28-1989,92
Village of the Damned,Christopher Reeve,John Wyndham,Horror,USA,John Carpenter,R,5.6,1995,4-28-1995,99
The Underneath,Peter Gallagher,Don Tracy,Crime,USA,Steven Soderbergh,R,6.2,1995,4-28-1995,99
Top Dog,Chuck Norris,Aaron Norris,Action,USA,Aaron Norris,PG-13,4.1,1995,4-28-1995,86
Destiny Turns on the Radio,Dylan McDermott,Robert Ramsey,Crime,USA,Jack Baran,R,4.5,1995,4-28-1995,102
Frequency,Dennis Quaid,Toby Emmerich,Crime,USA,Gregory Hoblit,PG-13,7.4,2000,4-28-2000,118
Where the Heart Is,Natalie Portman,Lowell Ganz,Comedy,USA,Matt Williams,PG-13,6.8,2000,4-28-2000,120
The Flintstones in Viva Rock Vegas,Mark Addy,William Hanna,Comedy,USA,Brian Levant,PG,3.6,2000,4-28-2000,90
Timecode,Jeanne Tripplehorn,Mike Figgis,Drama,USA,Mike Figgis,R,6.2,2000,4-28-2000,97
Hard Candy,Patrick Wilson,Brian Nelson,Crime,USA,David Slade,R,7.1,2005,4-28-2006,104
Pisando firme,Missy Peregrym,Jessica Bendinger,Comedy,Germany,Jessica Bendinger,PG-13,6.4,2006,4-28-2006,103
RV,Robin Williams,Geoff Rodkey,Adventure,UK,Barry Sonnenfeld,PG,5.5,2006,4-28-2006,99
United 93,David Alan Basche,Paul Greengrass,Drama,USA,Paul Greengrass,R,7.6,2006,4-28-2006,111
Akeelah and the Bee,Angela Bassett,Doug Atchison,Drama,USA,Doug Atchison,PG,7.5,2006,4-28-2006,100
The Human Centipede (First Sequence),Dieter Laser,Tom Six,Horror,Netherlands,Tom Six,R,4.4,2009,4-28-2010,92
High-Rise,Tom Hiddleston,Amy Jump,Drama,UK,Ben Wheatley,R,5.7,2015,4-28-2016,119
Sleight,Jacob Latimore,J.D. Dillard,Action,USA,J.D. Dillard,R,5.9,2016,4-28-2017,89
Bloodsport,Jean-Claude Van Damme,Sheldon Lettich,Action,USA,Newt Arnold,R,6.8,1988,4-29-1988,92
Two Moon Junction,Sherilyn Fenn,Zalman King,Drama,USA,Zalman King,R,5,1988,4-29-1988,104
Colors,Sean Penn,Michael Schiffer,Action,USA,Dennis Hopper,R,6.7,1988,4-29-1988,120
Critters 2,Scott Grimes,David Twohy,Comedy,USA,Mick Garris,PG-13,5.3,1988,4-29-1988,86
Sunset,Bruce Willis,Rod Amateau,Crime,USA,Blake Edwards,R,5.7,1988,4-29-1988,102
Leaving Normal,Christine Lahti,Ed Solomon,Comedy,USA,Edward Zwick,R,6.7,1992,4-29-1992,110
PCU,Jeremy Piven,Adam Leff,Comedy,USA,Hart Bochner,PG-13,6.6,1994,4-29-1994,79
With Honors,Joe Pesci,William Mastrosimone,Comedy,USA,Alek Keshishian,PG-13,6.7,1994,4-29-1994,103
No Escape,Ray Liotta,Richard Herley,Action,USA,Martin Campbell,R,6.1,1994,4-29-1994,118
The Favor,Harley Jane Kozak,Sara Parriott,Comedy,USA,Donald Petrie,R,5.3,1994,4-29-1994,97
Millions,Alex Etel,Frank Cottrell Boyce,Comedy,UK,Danny Boyle,PG-13,6.9,2004,4-29-2005,98
House of D,David Duchovny,David Duchovny,Comedy,USA,David Duchovny,PG-13,7,2004,4-29-2005,96
The Hitchhiker's Guide to the Galaxy,Martin Freeman,Douglas Adams,Adventure,UK,Garth Jennings,PG,6.8,2005,4-29-2005,109
xXx: State of the Union,Ice Cube,Rich Wilkes,Action,USA,Lee Tamahori,PG-13,4.4,2005,4-29-2005,101
Ip Man 2,Donnie Yen,Tai-lee Chan,Action,Hong Kong,Wilson Yip,R,7.6,2010,4-29-2010,108
Dylan Dog: Dead of Night,Brandon Routh,Thomas Dean Donnelly,Action,USA,Kevin Munroe,PG-13,5.1,2010,4-29-2011,100
Fast Five,Vin Diesel,Chris Morgan,Action,USA,Justin Lin,PG-13,7.3,2011,4-29-2011,130
Prom,Aimee Teegarden,Katie Wech,Comedy,USA,Joe Nussbaum,PG,5.4,2011,4-29-2011,104
The Man Who Knew Infinity,Dev Patel,Matt Brown,Biography,UK,Matt Brown,PG-13,7.2,2015,4-29-2016,108
Mother's Day,Jennifer Aniston,Anya Kochoff,Comedy,USA,Garry Marshall,PG-13,5.6,2016,4-29-2016,118
Keanu,Keegan-Michael Key,Jordan Peele,Action,USA,Peter Atencio,R,6.3,2016,4-29-2016,100
Sidekicks,Chuck Norris,Lou Illar,Action,USA,Aaron Norris,PG,4.9,1992,4-30-1993,101
Tokyo Decadence,Miho Nikaido,Ryû Murakami,Drama,Japan,Ryû Murakami,NC-17,6.1,1992,4-30-1993,135
"Blood In, Blood Out",Damian Chapa,Ross Thomas,Crime,USA,Taylor Hackford,R,8,1993,4-30-1993,180
Splitting Heirs,Eric Idle,Eric Idle,Comedy,UK,Robert Young,PG-13,5.5,1993,4-30-1993,87
Three of Hearts,William Baldwin,Adam Greenman,Comedy,USA,Yurek Bogayevicz,R,5.5,1993,4-30-1993,100
Irma Vep,Maggie Cheung,Olivier Assayas,Comedy,France,Olivier Assayas,NOT RATED,7,1996,4-30-1997,99
Get Real,Ben Silverstone,Patrick Wilde,Comedy,UK,Simon Shore,R,7.7,1998,4-30-1999,108
Entrapment,Sean Connery,Ronald Bass,Action,USA,Jon Amiel,PG-13,6.3,1999,4-30-1999,113
Idle Hands,Devon Sawa,Terri Hughes,Comedy,USA,Rodman Flender,R,6.2,1999,4-30-1999,92
I'll Sleep When I'm Dead,Clive Owen,Trevor Preston,Crime,UK,Mike Hodges,R,5.9,2003,4-30-2004,102
Mean Girls,Lindsay Lohan,Rosalind Wiseman,Comedy,USA,Mark Waters,PG-13,7,2004,4-30-2004,97
Envy,Ben Stiller,Steve Adams,Comedy,USA,Barry Levinson,PG-13,4.8,2004,4-30-2004,99
Bobby Jones: Stroke of Genius,Jim Caviezel,Rowdy Herrington,Biography,USA,Rowdy Herrington,PG,6.7,2004,4-30-2004,129
Las leyes de atracción,Pierce Brosnan,Aline Brosh McKenna,Comedy,Ireland,Peter Howitt,PG-13,5.9,2004,4-30-2004,90
Godsend,Robert De Niro,Mark Bomback,Drama,Canada,Nick Hamm,PG-13,4.8,2004,4-30-2004,102
The Girl with the Dragon Tattoo,Michael Nyqvist,Nikolaj Arcel,Drama,Sweden,Niels Arden Oplev,R,7.8,2009,4-30-2010,152
City Island,Andy Garcia,Raymond De Felitta,Comedy,USA,Raymond De Felitta,PG-13,7.4,2009,4-30-2010,104
The Disappearance of Alice Creed,Gemma Arterton,J Blakeson,Crime,UK,J Blakeson,R,6.8,2009,4-30-2010,100
A Nightmare on Elm Street,Jackie Earle Haley,Wesley Strick,Horror,USA,Samuel Bayer,R,5.2,2010,4-30-2010,95
Furry Vengeance,Brendan Fraser,Michael Carnes,Comedy,USA,Roger Kumble,PG,3.8,2010,4-30-2010,100
Friday the 13th Part VII: The New Blood,Jennifer Banko,Daryl Haney,Horror,USA,John Carl Buechler,R,5.3,1988,5-13-1988,88
Maniac Cop,Tom Atkins,Larry Cohen,Action,USA,William Lustig,R,6,1988,5-13-1988,85
The Wrong Guys,Louie Anderson,Paul De Meo,Comedy,USA,Danny Bilson,PG,5,1988,5-13-1988,100
Illegally Yours,Rob Lowe,Michael Kaplan,Comedy,USA,Peter Bogdanovich,PG,4.2,1988,5-13-1988,102
The Waterdance,Eric Stoltz,Neal Jimenez,Drama,USA,Neal Jimenez,R,6.9,1992,5-13-1992,106
The Crow,Brandon Lee,James O'Barr,Action,USA,Alex Proyas,R,7.6,1994,5-13-1994,102
When a Man Loves a Woman,Meg Ryan,Ronald Bass,Drama,USA,Luis Mandoki,R,6.5,1994,5-13-1994,126
Crooklyn,Alfre Woodard,Cinqué Lee,Comedy,USA,Spike Lee,PG-13,6.9,1994,5-13-1994,115
Trading Mom,Sissy Spacek,Nancy Brelis,Comedy,USA,Tia Brelis,PG,5.5,1994,5-13-1994,100
La isla maldita,Val Kilmer,Wayne Kramer,Crime,Netherlands,Renny Harlin,R,6.4,2004,5-13-2005,106
A Good Woman,Helen Hunt,Oscar Wilde,Drama,UK,Mike Barker,PG,6.5,2004,5-13-2005,93
Si te casas... te mato,Jennifer Lopez,Anya Kochoff,Comedy,Germany,Robert Luketic,PG-13,5.5,2005,5-13-2005,101
Unleashed,Jet Li,Luc Besson,Action,France,Louis Leterrier,R,7,2005,5-13-2005,103
Kicking & Screaming,Will Ferrell,Leo Benvenuti,Comedy,USA,Jesse Dylan,PG,5.6,2005,5-13-2005,95
Last Days,Michael Pitt,Gus Van Sant,Biography,USA,Gus Van Sant,R,5.8,2005,5-13-2005,97
Defendor,Woody Harrelson,Peter Stebbings,Comedy,Canada,Peter Stebbings,R,6.8,2009,5-13-2010,101
The Babysitters,Lauren Birkell,David Ross,Drama,USA,David Ross,R,5.7,2007,5-13-2011,88
The Stoning of Soraya M.,Shohreh Aghdashloo,Betsy Giffen Nowrasteh,Drama,USA,Cyrus Nowrasteh,R,8,2008,5-13-2011,100
Bridesmaids,Kristen Wiig,Kristen Wiig,Comedy,USA,Paul Feig,R,6.8,2011,5-13-2011,125
Priest,Paul Bettany,Cory Goodman,Action,USA,Scott Stewart,PG-13,5.7,2011,5-13-2011,87
Attack the Block,John Boyega,Joe Cornish,Action,UK,Joe Cornish,R,6.6,2011,5-13-2011,88
Green Room,Anton Yelchin,Jeremy Saulnier,Crime,USA,Jeremy Saulnier,R,7,2015,5-13-2016,95
A Bigger Splash,Tilda Swinton,David Kajganich,Drama,Italy,Luca Guadagnino,R,6.4,2015,5-13-2016,125
Money Monster,George Clooney,Jamie Linden,Crime,USA,Jodie Foster,R,6.5,2016,5-13-2016,98
The Darkness,Kevin Bacon,Greg McLean,Horror,USA,Greg McLean,PG-13,4.4,2016,5-13-2016,92
Peter Kenna's The Good Wife,Rachel Ward,Peter Kenna,Drama,Australia,Ken Cameron,R,5.8,1987,5-14-1987,100
Map of the Human Heart,Jason Scott Lee,Louis Nowra,Adventure,Australia,Vincent Ward,R,7.2,1992,5-14-1993,109
Red Rock West,Nicolas Cage,John Dahl,Crime,USA,John Dahl,R,7,1993,5-14-1993,98
Posse,Mario Van Peebles,Sy Richardson,Western,UK,Mario Van Peebles,R,5.5,1993,5-14-1993,111
Lost in Yonkers,Richard Dreyfuss,Neil Simon,Comedy,USA,Martha Coolidge,PG,6.7,1993,5-14-1993,114
Black Mask,Jet Li,Hark Tsui,Action,Hong Kong,Daniel Lee,R,6.1,1996,5-14-1999,99
A Midsummer Night's Dream,Kevin Kline,William Shakespeare,Comedy,UK,Michael Hoffman,PG-13,6.5,1999,5-14-1999,116
Tea with Mussolini,Maggie Smith,John Mortimer,Drama,Italy,Franco Zeffirelli,PG,6.9,1999,5-14-1999,117
Good Bye Lenin!,Daniel Brühl,Bernd Lichtenberg,Comedy,Germany,Wolfgang Becker,R,7.7,2003,5-14-2004,121
Troy,Brad Pitt,Homer,Drama,USA,Wolfgang Petersen,R,7.2,2004,5-14-2004,163
Harry Brown,Michael Caine,Gary Young,Action,UK,Daniel Barber,R,7.2,2009,5-14-2010,103
Robin Hood,Russell Crowe,Brian Helgeland,Action,USA,Ridley Scott,PG-13,6.7,2010,5-14-2010,140
Letters to Juliet,Amanda Seyfried,Jose Rivera,Adventure,USA,Gary Winick,PG,6.6,2010,5-14-2010,100
Túnel al infierno,Stephen Dorff,Michael Nankin,Fantasy,Canada,Tibor Takács,PG-13,6,1987,5-15-1987,85
Ishtar,Warren Beatty,Elaine May,Action,USA,Elaine May,PG-13,4.2,1987,5-15-1987,107
Personal Services,Julie Walters,David Leland,Comedy,UK,Terry Jones,R,6.4,1987,5-15-1987,105
Lethal Weapon 3,Mel Gibson,Jeffrey Boam,Action,USA,Richard Donner,R,6.7,1992,5-15-1992,118
The Spanish Prisoner,Steve Martin,David Mamet,Drama,USA,David Mamet,PG,7.3,1997,5-15-1998,110
Lawn Dogs,Sam Rockwell,Naomi Wallace,Drama,UK,John Duigan,R,7.6,1997,5-15-1998,101
Clockwatchers,Toni Collette,Jill Sprecher,Comedy,UK,Jill Sprecher,PG-13,6.5,1997,5-15-1998,96
The Horse Whisperer,Robert Redford,Nick Evans,Drama,USA,Robert Redford,PG-13,6.6,1998,5-15-1998,170
The Magic Sword: Quest for Camelot,Jessalyn Gilsig,Vera Chapman,Animation,USA,Frederik Du Chau,G,6.2,1998,5-15-1998,86
The Matrix Reloaded,Keanu Reeves,Lilly Wachowski,Action,USA,Lana Wachowski,R,7.2,2003,5-15-2003,138
Angels & Demons,Tom Hanks,David Koepp,Mystery,USA,Ron Howard,PG-13,6.7,2009,5-15-2009,138
Good Kill,Ethan Hawke,Andrew Niccol,Drama,USA,Andrew Niccol,R,6.4,2014,5-15-2015,102
Mad Max: Fury Road,Tom Hardy,George Miller,Action,Australia,George Miller,R,8.1,2015,5-15-2015,120
Pitch Perfect 2,Anna Kendrick,Kay Cannon,Comedy,USA,Elizabeth Banks,PG-13,6.4,2015,5-15-2015,115
I'll See You in My Dreams,Blythe Danner,Marc Basch,Comedy,USA,Brett Haley,PG-13,6.7,2015,5-15-2015,92
Top Gun,Tom Cruise,Jim Cash,Action,USA,Tony Scott,PG,6.9,1986,5-16-1986,110
Sweet Liberty,Alan Alda,Alan Alda,Comedy,USA,Alan Alda,PG,5.7,1986,5-16-1986,106
Chameleon Street,Wendell B. Harris Jr.,Wendell B. Harris Jr.,Comedy,USA,Wendell B. Harris Jr.,R,7.1,1989,5-16-1991,94
Night Falls on Manhattan,Andy Garcia,Robert Daley,Crime,USA,Sidney Lumet,R,6.6,1996,5-16-1997,113
The Van,Colm Meaney,Roddy Doyle,Comedy,UK,Stephen Frears,R,6.8,1996,5-16-1997,100
La Promesse,Jérémie Renier,Luc Dardenne,Drama,Belgium,Jean-Pierre Dardenne,NOT RATED,7.9,1996,5-16-1997,100
Star Wars: Episode II - Attack of the Clones,Hayden Christensen,George Lucas,Action,USA,George Lucas,PG,6.6,2002,5-16-2002,142
Cowboy Bebop: The Movie,Beau Billingslea,Marc Handler,Animation,Japan,Shinichirô Watanabe,R,7.9,2001,5-16-2003,115
En algún lugar de África,Juliane Köhler,Caroline Link,Biography,Germany,Caroline Link,R,7.7,2001,5-16-2003,141
All or Nothing,Timothy Spall,Mike Leigh,Drama,UK,Mike Leigh,R,7.6,2002,5-16-2003,128
Down with Love,Ewan McGregor,Eve Ahlert,Comedy,USA,Peyton Reed,PG-13,6.3,2003,5-16-2003,101
The Shape of Things,Paul Rudd,Neil LaBute,Comedy,USA,Neil LaBute,R,6.7,2003,5-16-2003,96
The Chronicles of Narnia: Prince Caspian,Ben Barnes,Andrew Adamson,Action,USA,Andrew Adamson,PG,6.6,2008,5-16-2008,150
The Dictator,Sacha Baron Cohen,Sacha Baron Cohen,Comedy,USA,Larry Charles,R,6.4,2012,5-16-2012,83
Star Trek Into Darkness,Chris Pine,Roberto Orci,Action,USA,J.J. Abrams,PG-13,7.8,2013,5-16-2013,132
Breathe In,Felicity Jones,Drake Doremus,Drama,USA,Drake Doremus,R,6.4,2013,5-16-2014,98
Godzilla,Aaron Taylor-Johnson,Max Borenstein,Action,USA,Gareth Edwards,PG-13,6.4,2014,5-16-2014,123
Million Dollar Arm,Jon Hamm,Tom McCarthy,Biography,USA,Craig Gillespie,PG,7,2014,5-16-2014,124
Auntie Danielle,Tsilla Chelton,Florence Quentin,Comedy,France,Étienne Chatiliez,PG-13,7.3,1990,5-17-1991,100
